session_id,participant_id,conversation_order,latin_square_sequence,condition_code,condition_order,conversation_within_condition,topic_id,variation_id,topic_preference,model_size,model_name,personality_context_enabled,coherence,windowed_coherence,topic_consistency,novelty,turn_balance,token_balance,question_rate,engagement_score,engagement_sensitivity_no_turn_balance
463daf07-f190-44ac-ba19-9fa7dc808f32,P-2644CBC033,11,3,F,6,1,T1,D,high,medium,google/gemma-4-31b-it,0,0.650168321349404,0.7046291069550947,0.6460335354010264,0.34983167865059595,1.0,0.9557522123893806,0.08333333333333333,0.5934826939394979,0.54831410437722
04969173-57b0-46e0-80c9-6ff29d139147,P-2644CBC033,12,3,F,6,2,T1,C,high,medium,google/gemma-4-31b-it,0,0.6989606618881226,0.7083810405297712,0.6204701239864031,0.30103933811187744,1.0,0.9624060150375939,0.16666666666666666,0.6023329657587139,0.5581477397319042
95ce5812-9b9e-4b2e-a508-a949e2da5bb5,P-2644CBC033,13,3,H,7,1,T6,C,low,medium,google/gemma-4-31b-it,0,0.6298604986884377,0.7011109048669989,0.6846147129933039,0.37013950131156226,1.0,0.7651515151515151,0.16666666666666666,0.6067978401075711,0.5631087112306344
7a82e6e2-20d8-44ca-8355-698c78760fd1,P-2644CBC033,14,3,H,7,2,T6,A,low,medium,google/gemma-4-31b-it,0,0.6328876533291556,0.6852036768739874,0.6506242503722509,0.36711234667084436,1.0,1.0,0.08333333333333333,0.5887876841154965,0.5430974267949962
363ee90b-c22d-482b-96ba-00bc8c863d8c,P-2644CBC033,15,3,G,8,1,T6,A,low,medium,google/gemma-4-31b-it,1,0.7142101363702253,0.7358701120723378,0.635141576329867,0.2857898636297746,1.0,0.8142857142857143,0.08333333333333333,0.6039566846507968,0.5599518718342187
1f7346ec-536a-473c-a8e3-93814bcf208a,P-2644CBC033,16,3,G,8,2,T6,C,low,medium,google/gemma-4-31b-it,1,0.6738147410479459,0.7061874920671637,0.6566738386948904,0.32618525895205414,1.0,0.8974358974358975,0.08333333333333333,0.5982870735905388,0.5536523039894876
3c41c0c1-6496-4632-8f0b-72977420c5e3,P-2DB0DA1D0E,1,5,E,1,1,T8,B,high,medium,google/gemma-4-31b-it,1,0.6690020832148466,0.7140747742219404,0.6286586150527,0.3309979167851535,1.0,0.4166666666666667,0.0,0.5854468861764128,0.5393854290849031
6f86173f-4d08-4ef2-a7f7-61ac0a2372d3,P-2DB0DA1D0E,2,5,E,1,2,T8,A,high,medium,google/gemma-4-31b-it,1,0.7193188667297363,0.7225078669461337,0.6329925258954366,0.28068113327026367,1.0,0.8717948717948718,0.16666666666666666,0.6096986319079545,0.5663318132310604
453656a0-4345-4206-b043-5a87f4d03478,P-2DB0DA1D0E,3,5,F,2,1,T8,A,high,medium,google/gemma-4-31b-it,0,0.6564023494720459,0.7039345069365068,0.5999346747994423,0.3435976505279541,1.0,0.7117117117117117,0.08333333333333333,0.5847474046277278,0.538608227364142
a0d7a6e4-7939-4870-a878-c3b6a334ef02,P-2DB0DA1D0E,4,5,F,2,2,T8,B,high,medium,google/gemma-4-31b-it,0,0.7087446559559215,0.7079004645347595,0.6395406375328699,0.2912553440440785,1.0,0.9306930693069307,0.08333333333333333,0.5986960193424513,0.5541066881582793
3b484427-8f80-45f1-a60b-a77841c3e588,P-2DB0DA1D0E,5,5,D,3,1,T2,D,low,small,google/gemma-3-4b-it,0,0.706902639432387,0.7175385789437727,0.6341257939736048,0.2930973605676131,1.0,0.7391304347826086,0.08333333333333333,0.5993564718600476,0.5548405242889418
51589d92-8ff0-4b60-95fc-6cf67adce36e,P-2DB0DA1D0E,6,5,D,3,2,T2,B,low,small,google/gemma-3-4b-it,0,0.7135713750665839,0.7279125885529951,0.597863477965196,0.2864286249334162,1.0,0.73,0.08333333333333333,0.5948456841436299,0.5498285379373666
3ad69467-a8e2-4f72-ba28-e18c4a9492bf,P-2DB0DA1D0E,7,5,G,4,1,T2,D,low,medium,google/gemma-4-31b-it,1,0.6777596582065929,0.703219858082858,0.633113776644071,0.3222403417934071,1.0,0.6846153846153846,0.25,0.6100426927660451,0.5667141030733834
e4e61a45-35f6-489b-8164-542f1f119c6b,P-2DB0DA1D0E,8,5,G,4,2,T2,B,low,medium,google/gemma-4-31b-it,1,0.7773051695390181,0.7850145101547241,0.6743707259496053,0.2226948304609819,1.0,0.8230088495575221,0.16666666666666666,0.6362742308414344,0.5958602564904827
4d91ad16-3cd5-4163-b23f-ff1efc58cb32,P-2DB0DA1D0E,9,5,C,5,1,T2,B,low,small,google/gemma-3-4b-it,1,0.6697830937125466,0.680418767712333,0.6206511209408442,0.33021690628745337,1.0,0.9594594594594594,0.16666666666666666,0.5938589537685568,0.548732170853952
8093a953-2df9-4065-b695-8e9f6ca973e3,P-2DB0DA1D0E,10,5,C,5,2,T2,D,low,small,google/gemma-3-4b-it,1,0.6451727910475298,0.6855476498603821,0.5337276111046473,0.3548272089524703,1.0,0.6354166666666666,0.25,0.5833723312977589,0.537080368108621
b81e9ed7-4f31-4ace-9c64-b69d1a70cc94,P-2DB0DA1D0E,11,5,H,6,1,T2,B,low,medium,google/gemma-4-31b-it,0,0.6468044356866316,0.6983051516792991,0.5944552371899287,0.35319556431336835,1.0,0.8787878787878788,0.3333333333333333,0.6065658546758421,0.5628509496398246
1e32d4c5-7f0b-45b2-9101-c3c2bfcde957,P-2DB0DA1D0E,12,5,H,6,2,T2,D,low,medium,google/gemma-4-31b-it,0,0.7883841828866438,0.7906117330897938,0.633625403046608,0.21161581711335617,1.0,0.7933884297520661,0.0,0.6136858455159447,0.5707620505732719
36091ab3-7be0-43ac-8438-260ed8e57584,P-2DB0DA1D0E,13,5,B,7,1,T8,B,high,small,google/gemma-3-4b-it,0,0.6832216490398754,0.6995066621086814,0.5673984885215759,0.31677835096012463,1.0,0.9230769230769231,0.16666666666666666,0.5883698616967057,0.5426331796630063
afc7cb8f-9b35-448f-8b18-d3d1e7f9653b,P-2DB0DA1D0E,14,5,B,7,2,T8,A,high,small,google/gemma-3-4b-it,0,0.6686365008354187,0.703324328769337,0.5598753343025843,0.3313634991645813,1.0,0.6309523809523809,0.08333333333333333,0.5778369160312594,0.5309299067013994
22e690ad-66cb-481f-8bab-829dc3f4c525,P-2DB0DA1D0E,15,5,A,8,1,T8,B,high,small,google/gemma-3-4b-it,1,0.6989331895654852,0.7456468018618497,0.5861780941486359,0.30106681043451483,1.0,0.8170731707317073,0.08333333333333333,0.5945916314919789,0.54954625721331
95e90874-ddff-4b39-91a7-60e433098574,P-2DB0DA1D0E,16,5,A,8,2,T8,A,high,small,google/gemma-3-4b-it,1,0.6924771178852428,0.702831279147755,0.5718356892466545,0.3075228821147572,1.0,0.5324675324675324,0.16666666666666666,0.5908477721340729,0.5453864134823032
48642a3f-359f-488c-9f5b-75b6a2bab7ec,P-41FE7B6C8E,1,7,G,1,1,T8,C,low,medium,google/gemma-4-31b-it,1,0.6730164939706976,0.685604290528731,0.6313649962345759,0.32698350602930243,1.0,0.3382352941176471,0.08333333333333333,0.5890288400830644,0.5433653778700717
547c81d0-785f-4d2d-a284-e935b1332a47,P-41FE7B6C8E,2,7,G,1,2,T8,A,low,medium,google/gemma-4-31b-it,1,0.7175304998051036,0.7495005076581781,0.6144382506608963,0.28246950019489636,1.0,0.5298507462686567,0.0,0.5945408016443253,0.5494897796048058
158d9c05-ac19-4b1d-8f53-59e0156950b8,P-41FE7B6C8E,3,7,H,2,1,T8,A,low,medium,google/gemma-4-31b-it,0,0.7087749242782593,0.7119356881488453,0.6439724415540695,0.2912250757217407,1.0,0.3790322580645161,0.16666666666666666,0.6087257850350757,0.5652508722611951
a60ea790-c49f-41e1-8e30-9f825e8d0ce5,P-41FE7B6C8E,4,7,H,2,2,T8,C,low,medium,google/gemma-4-31b-it,0,0.6284779418598522,0.6945395361293446,0.6414307455221812,0.3715220581401478,1.0,0.5398230088495575,0.08333333333333333,0.5883751838496237,0.5426390931662487
20bb8e74-79f5-4071-a628-62394c972155,P-41FE7B6C8E,5,7,F,3,1,T6,C,high,medium,google/gemma-4-31b-it,0,0.6562930887395685,0.6879391290924766,0.6234477112690607,0.34370691126043146,1.0,0.4537037037037037,0.08333333333333333,0.5862400102795976,0.5402666780884419
a26c8d6a-8ecf-42e0-a509-5697e61464b1,P-41FE7B6C8E,6,7,F,3,2,T6,B,high,medium,google/gemma-4-31b-it,0,0.6410290057008917,0.6484944224357605,0.5701336165269216,0.35897099429910834,1.0,0.422680412371134,0.08333333333333333,0.5661618416959588,0.5179576018843988
70cf19cf-4031-495c-82a5-9e30e63eff25,P-41FE7B6C8E,7,7,A,4,1,T6,C,high,small,google/gemma-3-4b-it,1,0.681619335304607,0.7010805715214122,0.5397563874721527,0.31838066469539295,1.0,0.34285714285714286,0.08333333333333333,0.574662658662507,0.5274029540694523
cc7a8963-fc61-4cd5-9615-903ea975e0be,P-41FE7B6C8E,8,7,A,4,2,T6,B,high,small,google/gemma-3-4b-it,1,0.6800054203380238,0.7039392373778603,0.5346647078792254,0.3199945796619762,1.0,0.5614035087719298,0.25,0.5907213310852196,0.5452459234280218
ddf2c467-8347-4034-a76c-ff2f4769ea1b,P-41FE7B6C8E,9,7,E,5,1,T6,C,high,medium,google/gemma-4-31b-it,1,0.6171588464216753,0.6657505468888716,0.5741662929455439,0.38284115357832477,1.0,0.46153846153846156,0.25,0.5846992526090506,0.5385547251211674
32c78a32-27b5-4e27-9de5-9cf8e15be0e4,P-41FE7B6C8E,10,7,E,5,2,T6,B,high,medium,google/gemma-4-31b-it,1,0.6022234884175387,0.6287940740585327,0.586001068353653,0.39777651158246125,1.0,0.40594059405940597,0.16666666666666666,0.5698480439908578,0.5220533822120641
904a173b-57ee-418f-ae55-10b660c5eabb,P-41FE7B6C8E,11,7,B,6,1,T6,C,high,small,google/gemma-3-4b-it,0,0.674946741624312,0.7110500823367726,0.5173955907424291,0.32505325837568805,1.0,0.3333333333333333,0.3333333333333333,0.5965171421116049,0.5516857134573387
1e268c99-b9d1-4ce2-80f2-6099806861a5,P-41FE7B6C8E,12,7,B,6,2,T6,B,high,small,google/gemma-3-4b-it,0,0.7134186788038774,0.7256942120465365,0.5244789148370425,0.2865813211961226,1.0,0.2345679012345679,0.4166666666666667,0.6130431599237701,0.5700479554708557
632f3e70-edce-42d1-8972-4ed2559190f5,P-41FE7B6C8E,13,7,D,7,1,T8,A,low,small,google/gemma-3-4b-it,0,0.6283870393579657,0.6615633856166493,0.5639835819602013,0.37161296064203436,1.0,0.297029702970297,0.16666666666666666,0.5746147641178334,0.5273497379087038
63002d1c-9ab2-4300-90f6-20514c4f2845,P-41FE7B6C8E,14,7,D,7,2,T8,C,low,small,google/gemma-3-4b-it,0,0.730774229223078,0.7432691996747797,0.6171750326951345,0.26922577077692206,1.0,0.22,0.25,0.6201662693962906,0.577962521551434
bf12adc9-6206-4dc7-bfd7-db540e3bc125,P-41FE7B6C8E,15,7,C,8,1,T8,C,low,small,google/gemma-3-4b-it,1,0.6860557252710516,0.7139021591706709,0.5616686890522639,0.3139442747289484,1.0,0.391304347826087,0.16666666666666666,0.5903864088383588,0.5448737875981764
ca9d5c43-4dee-4b72-a115-100d21158992,P-41FE7B6C8E,16,7,C,8,2,T8,A,low,small,google/gemma-3-4b-it,1,0.6192373091524298,0.6716444925828413,0.5761121759812037,0.38076269084757025,1.0,0.24691358024691357,0.25,0.5864750646280521,0.5405278495867245
9224d3ed-2ed2-4685-964c-b0cfc485e948,P-44138CFA98,1,8,H,1,1,T4,A,low,medium,google/gemma-4-31b-it,0,0.7149438207799738,0.7281034426255659,0.5590785344441732,0.2850561792200262,1.0,0.4351851851851852,0.16666666666666666,0.5955974441586119,0.550663826842902
be121571-15e8-4a96-9ded-3b60d91847a3,P-44138CFA98,2,8,H,1,2,T4,B,low,medium,google/gemma-4-31b-it,0,0.6077334989200939,0.6701313528147611,0.637165367603302,0.3922665010799061,1.0,0.2524271844660194,0.16666666666666666,0.5888993606422888,0.5432215118247652
b8f7c864-5b0d-4022-9c3a-c2deda319e09,P-44138CFA98,3,8,A,2,1,T3,D,high,small,google/gemma-3-4b-it,1,0.6261565793644298,0.6559736349365928,0.5905964771906534,0.3738434206355702,1.0,0.7333333333333333,0.25,0.5869296803618923,0.5410329781798803
93fe5d1d-83be-47e7-b6dd-f61a2332dca7,P-44138CFA98,4,8,A,2,2,T3,B,high,small,google/gemma-3-4b-it,1,0.615351443940943,0.697281539440155,0.5096864327788353,0.38464855605905707,1.0,0.32142857142857145,0.0,0.5529287388378924,0.5032541542643248
e9a3cfd5-2a6c-4445-8934-387991e2b346,P-44138CFA98,5,8,G,3,1,T4,A,low,medium,google/gemma-4-31b-it,1,0.6849755373868075,0.7423971783031117,0.6927485664685568,0.31502446261319245,1.0,0.9111111111111111,0.16666666666666666,0.6221933693596812,0.5802148548440902
74304f8d-1d7d-4fc4-8bc2-f8a5044973e8,P-44138CFA98,6,8,G,3,2,T4,B,low,medium,google/gemma-4-31b-it,1,0.6682905879887667,0.7134352434765209,0.6522520283857981,0.3317094120112332,1.0,0.795774647887324,0.0,0.5899665131713404,0.544407236857045
adc4bdb8-cdc4-4621-9b0c-7f5cfb9c1a78,P-44138CFA98,7,8,B,4,1,T3,D,high,small,google/gemma-3-4b-it,0,0.6998915618116205,0.7191911935806274,0.5885539601246516,0.30010843818837946,1.0,0.32857142857142857,0.0,0.5815381869222178,0.5350424299135753
ec325b46-d013-415f-aea5-55623a0656b3,P-44138CFA98,8,8,B,4,2,T3,B,high,small,google/gemma-3-4b-it,0,0.6331015175039117,0.6799189014868303,0.559096078077952,0.3668984824960882,1.0,0.288135593220339,0.0,0.5611131476633476,0.512347941848164
f4efc0b5-9002-4569-824b-fcbe34064274,P-44138CFA98,9,8,F,5,1,T3,B,high,medium,google/gemma-4-31b-it,0,0.7014994296160612,0.7165564623746005,0.5916172986229261,0.2985005703839389,1.0,0.9067796610169492,0.16666666666666666,0.5984513618277782,0.553834846475309
e44739e8-5e9a-4bed-a678-6fbb07f94629,P-44138CFA98,10,8,F,5,2,T3,D,high,medium,google/gemma-4-31b-it,0,0.7185415842316367,0.7376879724589261,0.651929090420405,0.2814584157683633,1.0,0.8391608391608392,0.08333333333333333,0.6081109043323633,0.5645676714804037
6909eca8-1cfb-4b45-999f-58f6f6c0bf8e,P-44138CFA98,11,8,C,6,1,T4,A,low,small,google/gemma-3-4b-it,1,0.6823343472047285,0.7149817781014876,0.52188540995121,0.3176656527952714,1.0,0.45,0.0,0.5656068723310124,0.5173409692566804
ce5372c1-e4b0-4882-91a1-380b2d155047,P-44138CFA98,12,8,C,6,2,T4,B,low,small,google/gemma-3-4b-it,1,0.5858164592222734,0.643034653230147,0.5539412324627241,0.4141835407777266,1.0,0.3424657534246575,0.16666666666666666,0.5646434897274683,0.5162705441416313
cebc6689-b3eb-4a07-8da1-3f39b9826127,P-44138CFA98,13,8,E,7,1,T3,D,high,medium,google/gemma-4-31b-it,1,0.6635461585088209,0.7024534751068462,0.6302077223857244,0.336453841491179,1.0,0.9457364341085271,0.08333333333333333,0.5912201886827295,0.5458002096474772
7b1a9da6-6d7a-4356-9eab-43ef3c201af1,P-44138CFA98,14,8,E,7,2,T3,B,high,medium,google/gemma-4-31b-it,1,0.6867808157747443,0.7177233533425764,0.6005275746186575,0.3132191842252558,1.0,0.8181818181818182,0.0,0.5823282671697213,0.5359202968552459
dbf6766d-9a04-461e-bc59-0044cc86037f,P-44138CFA98,15,8,D,8,1,T4,A,low,small,google/gemma-3-4b-it,0,0.6214673519134521,0.6640121394937689,0.5266914541522661,0.37853264808654785,1.0,0.2564102564102564,0.0,0.5502874539205522,0.500319393245058
bcc1c60d-d19a-45a9-af2c-fd39b1e4bceb,P-44138CFA98,16,8,D,8,2,T4,B,low,small,google/gemma-3-4b-it,0,0.6851055893031034,0.7054836533286355,0.5364749977986017,0.31489441069689666,1.0,0.2987012987012987,0.16666666666666666,0.5835689558224245,0.5372988398026938
bda8893e-bc23-4acb-a7b8-ec8cda7a8307,P-482AABB718,1,3,C,1,1,T4,A,low,small,google/gemma-3-4b-it,1,0.644450840624896,0.667382305318659,0.5136168077588081,0.35554915937510406,1.0,0.8780487804878049,0.25,0.5756449066779831,0.5284943407533146
cbdb663f-c231-482f-8a37-a76620fd7007,P-482AABB718,2,3,C,1,2,T4,B,low,small,google/gemma-3-4b-it,1,0.6474323814565485,0.6931045976552096,0.5584195579091707,0.3525676185434515,1.0,0.881578947368421,0.08333333333333333,0.5733814025918642,0.5259793362131825
8726895a-87cf-4184-b683-3f16a0a9ab0a,P-482AABB718,3,3,D,2,1,T4,B,low,small,google/gemma-3-4b-it,0,0.6633792844685641,0.7015133554285223,0.5614402915040652,0.33662071553143585,1.0,0.6777777777777778,0.08333333333333333,0.5772619911667072,0.5302911012963414
ecee712d-691e-43ad-b102-afc0b1183889,P-482AABB718,4,3,D,2,2,T4,A,low,small,google/gemma-3-4b-it,0,0.6795890873128717,0.7022659995339133,0.5273415893316269,0.32041091268712824,1.0,0.9866666666666667,0.16666666666666666,0.580547093171062,0.5339412146345133
33ad0f17-eeed-42b1-9786-d601d92dbf95,P-482AABB718,5,3,B,3,1,T5,B,high,small,google/gemma-3-4b-it,0,0.6801792274821888,0.6997900876131925,0.5247561459740003,0.31982077251781116,1.0,0.759493670886076,0.0,0.5629271694656575,0.5143635216285083
8f7207da-dc3f-4412-9b6b-90ed4daedc5f,P-482AABB718,6,3,B,3,2,T5,A,high,small,google/gemma-3-4b-it,0,0.7256225455891002,0.7484466379339044,0.5190500815709432,0.2743774544108998,1.0,0.9722222222222222,0.16666666666666666,0.5927282651265462,0.5474758501406068
1190bf41-27f4-4277-9966-33c4bf150fa2,P-482AABB718,7,3,E,4,1,T5,B,high,medium,google/gemma-4-31b-it,1,0.7011072147976268,0.7072274088859558,0.6486848245064417,0.29889278520237317,1.0,0.8333333333333334,0.08333333333333333,0.5996265014915755,0.5551405572128617
b3ee33c2-85e3-455e-8907-900eb70e4e8f,P-482AABB718,8,3,E,4,2,T5,A,high,medium,google/gemma-4-31b-it,1,0.6610959551551125,0.691872547973286,0.6118798653284708,0.33890404484488745,1.0,0.6165413533834586,0.0,0.5768600781758626,0.529844531306514
55354ad4-3a58-4166-81a2-da7515337603,P-482AABB718,9,3,A,5,1,T5,A,high,small,google/gemma-3-4b-it,1,0.6743821826848116,0.6666772203011946,0.5785080641508102,0.3256178173151883,1.0,0.875,0.16666666666666666,0.5831419418255489,0.5368243798061654
07ae710c-6ca7-4f8e-81f4-a4bcc23cbb55,P-482AABB718,10,3,A,5,2,T5,B,high,small,google/gemma-3-4b-it,1,0.6717366251078519,0.7121050791306929,0.5993275890747706,0.32826337489214813,1.0,0.6989247311827957,0.16666666666666666,0.5961268628185447,0.5512520697983829
2e7f012c-50fd-4d49-bdab-6620411b721f,P-482AABB718,11,3,F,6,1,T5,B,high,medium,google/gemma-4-31b-it,0,0.6712285713715986,0.6902592994950034,0.6579783459504446,0.3287714286284013,1.0,0.8151260504201681,0.0,0.5867703862262494,0.5408559846958327
f6fd2c90-1492-473a-b3ee-a1829db1903f,P-482AABB718,12,3,F,6,2,T5,A,high,medium,google/gemma-4-31b-it,0,0.675702219659632,0.7237926504828713,0.6281416714191437,0.3242977803403681,1.0,0.7672413793103449,0.0,0.5879570863463662,0.5421745403848514
d31f9a6a-b5bf-4e19-bb29-62c2890fa663,P-482AABB718,13,3,H,7,1,T4,B,low,medium,google/gemma-4-31b-it,0,0.681044415994124,0.7067533297972246,0.5670581012964249,0.31895558400587604,1.0,0.8360655737704918,0.16666666666666666,0.589533394484809,0.5439259938720099
7e01d3af-48f4-407f-9dc9-7c648b2efcec,P-482AABB718,14,3,H,7,2,T4,A,low,medium,google/gemma-4-31b-it,0,0.7516321702436968,0.779379974712025,0.6443533251682917,0.24836782975630325,1.0,0.8048780487804879,0.0,0.609909877000433,0.5665665300004811
3c81d34c-f4df-4587-90f0-51cd5209dd1d,P-482AABB718,15,3,G,8,1,T4,B,low,medium,google/gemma-4-31b-it,1,0.6850869438864968,0.6986718340353533,0.6536630243062973,0.3149130561135032,1.0,0.9719626168224299,0.0,0.5889756660569798,0.5433062956188665
d5e96027-aadf-483d-9928-f89554d05de7,P-482AABB718,16,3,G,8,2,T4,A,low,medium,google/gemma-4-31b-it,1,0.6648931720040061,0.6981057903983376,0.6515550514062246,0.3351068279959939,1.0,0.7916666666666666,0.16666666666666666,0.6030881522279797,0.5589868358088664
2d114f04-9e62-4098-915c-2bfa96c64f9c,P-4CD2E82E33,1,7,G,1,1,T3,C,low,medium,google/gemma-4-31b-it,1,0.7017618851228193,0.7253739671273665,0.6067366153001785,0.2982381148771806,1.0,0.9741379310344828,0.08333333333333333,0.5949316383311243,0.549924042590138
15f00c5f-1499-4cbc-bbe4-61e03f8bf1d5,P-4CD2E82E33,2,7,G,1,2,T3,B,low,medium,google/gemma-4-31b-it,1,0.6730943376367743,0.7103036100214178,0.6075492079059283,0.32690566236322577,1.0,0.8333333333333334,0.08333333333333333,0.5892133306824799,0.5435703674249778
06f04012-b566-438c-8e2e-8ab18d27617f,P-4CD2E82E33,3,7,H,2,1,T3,B,low,medium,google/gemma-4-31b-it,0,0.6517111225561663,0.7027590383182872,0.5653654808799425,0.3482888774438338,1.0,0.8867924528301887,0.08333333333333333,0.577129349428596,0.5301437215873288
6cf0f484-1922-49a9-bb48-cf5f5d353e44,P-4CD2E82E33,4,7,H,2,2,T3,C,low,medium,google/gemma-4-31b-it,0,0.615750870921395,0.6493481993675232,0.6044838279485703,0.384249129078605,1.0,0.9795918367346939,0.0,0.5623414925553583,0.5137127695059536
b354d983-b3f6-4382-91c0-d826298d361d,P-4CD2E82E33,5,7,F,3,1,T2,C,high,medium,google/gemma-4-31b-it,0,0.7033018903298811,0.7515156919305975,0.6323327322800955,0.29669810967011884,1.0,0.6796116504854369,0.3333333333333333,0.6304332072084601,0.5893702302316223
8bcc4142-9d31-4a4c-84dc-fcbfb8a99ce6,P-4CD2E82E33,6,7,F,3,2,T2,B,high,medium,google/gemma-4-31b-it,0,0.6459484479644082,0.6929271817207336,0.6051360219717026,0.3540515520355918,1.0,0.36885245901639346,0.08333333333333333,0.5825408188682614,0.5361564654091793
49e14ef1-55a1-4a2a-a2b9-d76f40e44d62,P-4CD2E82E33,7,7,A,4,1,T2,B,high,small,google/gemma-3-4b-it,1,0.6578212651339445,0.7223043170842257,0.6189305931329727,0.3421787348660556,1.0,0.5967741935483871,0.25,0.6090291085568341,0.5655878983964824
07eb80d3-600b-4914-bf38-02316ef1431c,P-4CD2E82E33,8,7,A,4,2,T2,C,high,small,google/gemma-3-4b-it,1,0.7038922093131326,0.7324341102079912,0.6196603178977966,0.29610779068686743,1.0,0.6388888888888888,0.16666666666666666,0.6074747732191376,0.5638608591323749
29bda023-911e-4d48-8124-826151032ddd,P-4CD2E82E33,9,7,E,5,1,T2,B,high,medium,google/gemma-4-31b-it,1,0.6761793440038507,0.7029286406256936,0.6351810991764069,0.32382065599614923,1.0,0.45217391304347826,0.0,0.5852398823608052,0.5391554248453391
36bdca91-4d39-47c7-b1cb-3ff536b9d10e,P-4CD2E82E33,10,7,E,5,2,T2,C,high,medium,google/gemma-4-31b-it,1,0.7504950707609003,0.7535981264981356,0.6140614772836367,0.24950492923909967,1.0,0.42592592592592593,0.0,0.5985814278324445,0.5539793642582717
e4d6c7a3-c304-4020-a659-a97b7d909108,P-4CD2E82E33,11,7,B,6,1,T2,C,high,small,google/gemma-3-4b-it,0,0.6256419853730635,0.6535355611280962,0.594844584663709,0.37435801462693646,1.0,0.4177215189873418,0.3333333333333333,0.5955735610290007,0.5506372900322231
bcca6af8-3c67-40a3-abac-aac0c572b96c,P-4CD2E82E33,12,7,B,6,2,T2,B,high,small,google/gemma-3-4b-it,0,0.728184006430886,0.7200706546956842,0.5994460980097452,0.271815993569114,1.0,0.6557377049180327,0.16666666666666666,0.6033884178508412,0.5593204642787124
65d76ca4-8ebb-40d0-9e8b-c3f41270b491,P-4CD2E82E33,13,7,D,7,1,T3,B,low,small,google/gemma-3-4b-it,0,0.6611242998730053,0.664062890139493,0.6280660380919775,0.33887570012699475,1.0,0.76,0.25,0.5995382156335947,0.5550424618151052
de099f82-d307-4c33-ac8a-5943d0c3c9a1,P-4CD2E82E33,14,7,D,7,2,T3,C,low,small,google/gemma-3-4b-it,0,0.6597614776004445,0.6992132988843051,0.6271245876948038,0.34023852239955554,1.0,0.6785714285714286,0.16666666666666666,0.5979103917425329,0.5532337686028143
