turn_id,participant_id,created_at,speaker,text,turn_index,session_id
95e4812f-40ee-4577-b167-bba22808656c,P-2644CBC033,2026-09-20T12:00:32,Agent,i usually check the label to make sure its actually sheep or goat milk instead,10,225665bf-980c-4c4a-92af-deb7fc8eb20b
d2b0c3fa-a292-4829-b1f5-7b802d291750,P-2644CBC033,2026-09-20T12:01:31,Human,good call this way you can be aware of the ingredients and calories,11,225665bf-980c-4c4a-92af-deb7fc8eb20b
73c8101c-43be-47b1-8119-045524d3ccda,P-2644CBC033,2026-09-20T12:30:05,Agent,my online order just got here but its the wrong stuff lol,0,363ee90b-c22d-482b-96ba-00bc8c863d8c
34174831-ea0d-4041-ae7b-f177aaec53ca,P-2644CBC033,2026-09-20T12:30:52,Human,lol no way? orders got messed up i guess and now what are you going to do,1,363ee90b-c22d-482b-96ba-00bc8c863d8c
0b3689ac-041c-4458-b529-118170e9261f,P-2644CBC033,2026-09-20T12:30:52,Agent,im just gonna email the company and ask for a refund tbh,2,363ee90b-c22d-482b-96ba-00bc8c863d8c
0585d5fd-ebee-42f5-ab10-1593c5f2001c,P-2644CBC033,2026-09-20T12:31:40,Human,put back all the stuff in the package and wait for further notice to see what your next steps will be,3,363ee90b-c22d-482b-96ba-00bc8c863d8c
2b3a020e-b2bd-4b73-adbe-de8ac66bc7b0,P-2644CBC033,2026-09-20T12:31:40,Agent,i already put everything back in the box. just hate waiting for them to reply,4,363ee90b-c22d-482b-96ba-00bc8c863d8c
b4b8b63e-2032-4603-a501-bf613fb31fff,P-2644CBC033,2026-09-20T12:32:48,Human,i know if the dont reply on time 2-3 work days maybe you should try  calling them instead,5,363ee90b-c22d-482b-96ba-00bc8c863d8c
cb566b92-ecaf-40b9-ba38-f02af3dcc1fb,P-2644CBC033,2026-09-20T12:32:48,Agent,id rather avoid the phone if i can. calling customer service is always such a pain lol,6,363ee90b-c22d-482b-96ba-00bc8c863d8c
6ef00d27-9835-44df-9978-4bd3364e375a,P-2644CBC033,2026-09-20T12:33:36,Human,hahah in that case there must be a chatbot in their website where you can advise to how you'll handle your situation,7,363ee90b-c22d-482b-96ba-00bc8c863d8c
d7a7d753-159f-4e85-9630-bc402c138577,P-2644CBC033,2026-09-20T12:33:39,Agent,chatbots are usually useless lol. i hope the email actually works this time,8,363ee90b-c22d-482b-96ba-00bc8c863d8c
06f06811-d29d-4ddc-9dc0-a4794a2a9fe8,P-2644CBC033,2026-09-20T12:34:22,Human,"they were quite helpful when i needed one once but if email suits you better , continue with this way then",9,363ee90b-c22d-482b-96ba-00bc8c863d8c
4cdd0d61-af84-47d6-9607-95e969e2ec6f,P-2644CBC033,2026-09-20T12:34:23,Agent,ill stick to the email for now. hope i get a real person to fix the order 😅,10,363ee90b-c22d-482b-96ba-00bc8c863d8c
3d470eab-9220-4d78-863e-e25e63ab0614,P-2644CBC033,2026-09-20T12:34:44,Human,i hope you ll have an answer soon 😅,11,363ee90b-c22d-482b-96ba-00bc8c863d8c
23e08889-ba19-43cb-820a-b91e632d584a,P-2644CBC033,2026-09-20T12:10:46,Agent,im at the supermarket in greece rn <split> trying to pick between branded lentils or the store brand 😅,0,463daf07-f190-44ac-ba19-9fa7dc808f32
3fe13be5-9452-4e4b-9c04-3f9d80030f66,P-2644CBC033,2026-09-20T12:11:25,Human,"for me go with the branded ones.. it's better to be sure for quality contorl that approved the product, no?",1,463daf07-f190-44ac-ba19-9fa7dc808f32
01e96fc9-fd39-4d4f-95c7-962738255ec7,P-2644CBC033,2026-09-20T12:11:26,Agent,i get that but the store brand lentils usually taste the same to me lol,2,463daf07-f190-44ac-ba19-9fa7dc808f32
37591fa4-ed48-4285-9466-f6c57af895e2,P-2644CBC033,2026-09-20T12:12:07,Human,i know but i personally prefer to spend a couple euros more on the brand certifications,3,463daf07-f190-44ac-ba19-9fa7dc808f32
6d648d5a-1664-4792-8a6d-f1ce23c1346e,P-2644CBC033,2026-09-20T12:12:08,Agent,i usually just check if the lentils look clean and not dusty instead,4,463daf07-f190-44ac-ba19-9fa7dc808f32
3e70607b-ff93-485e-9292-ee47ba8f5500,P-2644CBC033,2026-09-20T12:13:24,Human,it works obviously it must be clean to earn your approval,5,463daf07-f190-44ac-ba19-9fa7dc808f32
be4c2fbe-7835-4ea0-a7b2-06761e61d4f6,P-2644CBC033,2026-09-20T12:13:24,Agent,tbh i just want them to cook fast so i dont wait forever,6,463daf07-f190-44ac-ba19-9fa7dc808f32
1f08382b-7487-4536-9003-4d6d868db64d,P-2644CBC033,2026-09-20T12:14:10,Human,if you' re in a hurry  then go with your first call so you dont have to wait more time in the checkout,7,463daf07-f190-44ac-ba19-9fa7dc808f32
2fb6edc6-03bb-4e39-ab7d-4049f0ae4976,P-2644CBC033,2026-09-20T12:14:10,Agent,im just grabbing the cheapest bag and heading to the checkout now 😊,8,463daf07-f190-44ac-ba19-9fa7dc808f32
358ddc54-dc27-4e88-9f3a-e50bef864484,P-2644CBC033,2026-09-20T12:14:35,Human,off you go to make the lentils,9,463daf07-f190-44ac-ba19-9fa7dc808f32
2a49440e-e834-4e5f-b33d-16ba2eddfa5e,P-2644CBC033,2026-09-20T12:14:37,Agent,haha yeah time to go home and start cooking,10,463daf07-f190-44ac-ba19-9fa7dc808f32
dc8eef4a-5d76-449a-94d7-bc1b131faa08,P-2644CBC033,2026-09-20T12:15:25,Human,comfort cozy lentils soup for today if i guess hahah,11,463daf07-f190-44ac-ba19-9fa7dc808f32
94f9f8e7-d09b-4fde-a9e6-23448dbcd4fd,P-2644CBC033,2026-09-20T10:54:11,Agent,way too many cheeses here lol i’m looking at 2 online shops rn,0,61420b66-ab8c-42f6-a586-b30c56896e1b
02798e51-2d8b-4242-b569-a9d7bdb255ab,P-2644CBC033,2026-09-20T10:54:27,Human,shoopping?,1,61420b66-ab8c-42f6-a586-b30c56896e1b
5e7170c0-86dd-4ce1-8abb-e065315a9730,P-2644CBC033,2026-09-20T10:54:28,Agent,yeah trying to get a new phone case. i usually just grab whatever’s on sale,2,61420b66-ab8c-42f6-a586-b30c56896e1b
ef14d6b7-6351-4bf1-82cc-1a6596a225ac,P-2644CBC033,2026-09-20T11:38:24,Human,what about cheese,3,61420b66-ab8c-42f6-a586-b30c56896e1b
dd3c454d-f06d-4c69-bcf7-3ab200a8ed2b,P-2644CBC033,2026-09-20T11:38:26,Agent,tbh i’m craving a really cheddar. 😅,4,61420b66-ab8c-42f6-a586-b30c56896e1b
68a456ca-d776-4bb4-8f2e-a39da1f56048,P-2644CBC033,2026-09-20T11:38:43,Human,sorry my bad,5,61420b66-ab8c-42f6-a586-b30c56896e1b
a6e3dfdb-ed01-4223-b4ce-42ecb73372a8,P-2644CBC033,2026-09-20T11:38:43,Agent,no worries! it happens. i’m just craving sth cheesy. 😂,6,61420b66-ab8c-42f6-a586-b30c56896e1b
f517cdef-21db-4ab3-ac04-639c43c13481,P-2644CBC033,2026-09-20T11:39:08,Human,cheesburger?,7,61420b66-ab8c-42f6-a586-b30c56896e1b
8cb0ede3-763a-4234-b82b-7f6af31ee8a9,P-2644CBC033,2026-09-20T11:39:08,Agent,id rather a block of cheddar. seriously. 🤤,8,61420b66-ab8c-42f6-a586-b30c56896e1b
89740c30-cdf5-4e0a-8a0b-b12e096644ae,P-2644CBC033,2026-09-20T11:39:30,Human,it will fill your gap,9,61420b66-ab8c-42f6-a586-b30c56896e1b
21cfb69b-dcd6-41ac-9281-ca0f0cccf61b,P-2644CBC033,2026-09-20T11:39:31,Agent,maybe. but it’s way easier to just buy it. 🤷‍♀️,10,61420b66-ab8c-42f6-a586-b30c56896e1b
a90016c3-738d-419c-9a5a-9caa8ef0d22c,P-2644CBC033,2026-09-20T11:39:46,Human,yes sure,11,61420b66-ab8c-42f6-a586-b30c56896e1b
75654825-6efd-4f5c-9359-98d6d16cf628,P-2644CBC033,2026-09-20T11:43:50,Agent,need ur opinion 😅 im looking at 2 online shops rn,0,743d061d-c428-40fa-83e5-c102eed04fc3
fe3c67c8-d074-4436-895e-2181de8eca66,P-2644CBC033,2026-09-20T11:44:05,Human,happy to help,1,743d061d-c428-40fa-83e5-c102eed04fc3
e5c8a84b-b0f8-4f0d-8f83-986a4ced2bdb,P-2644CBC033,2026-09-20T11:44:06,Agent,id rather go with the supermarket brand tbh,2,743d061d-c428-40fa-83e5-c102eed04fc3
13e89cef-9830-404c-b5bf-3ec05ae01edb,P-2644CBC033,2026-09-20T11:44:34,Human,what for,3,743d061d-c428-40fa-83e5-c102eed04fc3
8b6910a6-0053-45ee-8b1f-c266666a1114,P-2644CBC033,2026-09-20T11:44:34,Agent,usually cheaper right?,4,743d061d-c428-40fa-83e5-c102eed04fc3
7fc3fc55-16df-418b-95a7-72bfd5d3cb21,P-2644CBC033,2026-09-20T11:44:59,Human,depends on the product,5,743d061d-c428-40fa-83e5-c102eed04fc3
9de209c8-6d23-497b-9d2d-a64cfe026ad5,P-2644CBC033,2026-09-20T11:45:00,Agent,yeah smth like this. lol,6,743d061d-c428-40fa-83e5-c102eed04fc3
def64452-e871-4246-94df-7004f69360f3,P-2644CBC033,2026-09-20T11:45:41,Human,yes,7,743d061d-c428-40fa-83e5-c102eed04fc3
4615e905-0ab3-477d-b82c-c9fffc442bf3,P-2644CBC033,2026-09-20T11:45:41,Agent,the packaging looks nicer too kinda,8,743d061d-c428-40fa-83e5-c102eed04fc3
0ffa2607-1574-46b5-8f64-4c314d0ae5ac,P-2644CBC033,2026-09-20T11:46:16,Human,hwo is it,9,743d061d-c428-40fa-83e5-c102eed04fc3
2569be7e-e7be-429a-a91a-15ea6259f2cf,P-2644CBC033,2026-09-20T11:46:16,Agent,it’s pretty sturdy i guess. i’m just wondering about the lentils themselves,10,743d061d-c428-40fa-83e5-c102eed04fc3
7cdedb0d-ed18-4b13-b193-ec4b3b30c4ba,P-2644CBC033,2026-09-20T11:47:00,Human,i donat follow,11,743d061d-c428-40fa-83e5-c102eed04fc3
497cf374-a1e6-496c-a053-0d6a4694c2c8,P-2644CBC033,2026-09-20T12:26:02,Agent,just got my online order and the items inside are totally wrong 😅,0,7a82e6e2-20d8-44ca-8355-698c78760fd1
56bebe01-6e45-40e5-9f42-7c256c568b3f,P-2644CBC033,2026-09-20T12:26:31,Human,wtf lol what could possible go so wrong? did the orders get messed up?,1,7a82e6e2-20d8-44ca-8355-698c78760fd1
0747e6c3-c360-4822-be18-8f43cc7a51ca,P-2644CBC033,2026-09-20T12:26:32,Agent,probs swapped my package with someone else's. i got a completely different size and color than what i ordered,2,7a82e6e2-20d8-44ca-8355-698c78760fd1
292c30a5-9c09-495d-8847-32848d8c956c,P-2644CBC033,2026-09-20T12:27:03,Human,hahah no you're stuck and you need to find a solution,3,7a82e6e2-20d8-44ca-8355-698c78760fd1
91288c38-481c-463d-8db0-23bd0ba2fe6f,P-2644CBC033,2026-09-20T12:27:04,Agent,im just gonna email the company and ask for a refund lol,4,7a82e6e2-20d8-44ca-8355-698c78760fd1
82e12052-e9cb-4953-a071-f944e4c3eeea,P-2644CBC033,2026-09-20T12:28:04,Human,but you still lneed to return the package and you'll be waiting once more until the refund is fullfilled,5,7a82e6e2-20d8-44ca-8355-698c78760fd1
d5e82a3d-08bb-4feb-b44d-cd2b8b5e6119,P-2644CBC033,2026-09-20T12:28:04,Agent,that part sucks. i hate waiting weeks for the money to hit my account again,6,7a82e6e2-20d8-44ca-8355-698c78760fd1
76d2bd04-dfef-4714-87a3-64124eb60fbb,P-2644CBC033,2026-09-20T12:28:48,Human,oh i know.... and you should go also to a courier agency to send the package back,7,7a82e6e2-20d8-44ca-8355-698c78760fd1
781e710c-1642-4bff-837a-c7fb32ee8de0,P-2644CBC033,2026-09-20T12:28:49,Agent,ugh thats the worst. i'd rather just have them send the right items instead,8,7a82e6e2-20d8-44ca-8355-698c78760fd1
e522a2ea-6678-4c52-b6b3-e5a1271411f8,P-2644CBC033,2026-09-20T12:29:21,Human,"it's a really messy situation but nowadays most things are done automatically
but when it comes to refund it's the real waiting",9,7a82e6e2-20d8-44ca-8355-698c78760fd1
e4d0513a-ac80-46a5-85fb-b30f5de2fd7a,P-2644CBC033,2026-09-20T12:29:21,Agent,fr. i usually just forget about it until i see the notification on my app 😂,10,7a82e6e2-20d8-44ca-8355-698c78760fd1
6e1f07bd-dbd7-49e7-83c4-40310bb37ab0,P-2644CBC033,2026-09-20T12:29:50,Human,hahah i know and you're totally right,11,7a82e6e2-20d8-44ca-8355-698c78760fd1
c13db95b-4f7a-4265-833e-ca0a7d90f18d,P-2644CBC033,2026-09-20T12:07:14,Agent,way too many lentils here lol id rather grab the cheaper one,0,815c2075-dc37-4e60-8a68-3538421c2c1b
584d30ff-4c62-4e36-ae04-47f3865ce589,P-2644CBC033,2026-09-20T12:07:34,Human,dont think it 2ice,1,815c2075-dc37-4e60-8a68-3538421c2c1b
8eeaf3e0-12d3-4a8f-b0cc-d28b89fb622c,P-2644CBC033,2026-09-20T12:07:36,Agent,haha no definitely not twice. 🤔 i usually go for the basics,2,815c2075-dc37-4e60-8a68-3538421c2c1b
84deb8e6-d73b-4b91-aa41-54f4cb49d6b6,P-2644CBC033,2026-09-20T12:08:03,Human,its just lentils,3,815c2075-dc37-4e60-8a68-3538421c2c1b
37e5c4dd-1d30-4bf8-8d87-875e3e2a45fc,P-2644CBC033,2026-09-20T12:08:06,Agent,yeah just lentils. the brand ones look a bit fancy tbh,4,815c2075-dc37-4e60-8a68-3538421c2c1b
8a77e4b0-e411-4117-a771-2957ca77d0ac,P-2644CBC033,2026-09-20T12:08:31,Human,too pricey if yoou ask,5,815c2075-dc37-4e60-8a68-3538421c2c1b
82c3238a-8e7f-4084-acec-c3008f30cf40,P-2644CBC033,2026-09-20T12:08:35,Agent,definitely. id go for the supermarket brand then. 😊,6,815c2075-dc37-4e60-8a68-3538421c2c1b
8a915754-ce67-41d7-bd55-1a84226e4e65,P-2644CBC033,2026-09-20T12:09:22,Human,buy garlic too,7,815c2075-dc37-4e60-8a68-3538421c2c1b
5d5c7107-8a1f-4ab8-b4bb-84a37f1562b2,P-2644CBC033,2026-09-20T12:09:23,Agent,good shout. garlic is essential for anything. 👍,8,815c2075-dc37-4e60-8a68-3538421c2c1b
dc5be1d0-9da5-44c7-bb59-f8e9ab1fc5b3,P-2644CBC033,2026-09-20T12:09:44,Human,also for lentil soup,9,815c2075-dc37-4e60-8a68-3538421c2c1b
50ea12bc-6664-4669-bad9-64fd2c261277,P-2644CBC033,2026-09-20T12:09:49,Agent,totally. lentil soup needs garlic. definitely grabbing some. 😊,10,815c2075-dc37-4e60-8a68-3538421c2c1b
98613a7c-d250-4f39-8a8d-2243fb3974f1,P-2644CBC033,2026-09-20T12:10:09,Human,exactly,11,815c2075-dc37-4e60-8a68-3538421c2c1b
bfaa9878-fb25-45b7-957d-8f6014035f3c,P-2644CBC033,2026-09-20T11:39:51,Agent,need ur opinion 😅 im looking at 2 online shops rn,0,8e6ecacf-bc32-4054-bd8a-89534cae4081
7e43a844-9f91-4f6f-bbec-a56510cd5817,P-2644CBC033,2026-09-20T11:40:07,Human,whats wrong,1,8e6ecacf-bc32-4054-bd8a-89534cae4081
6f3f7198-726c-4ed5-9da6-1d0b996459d7,P-2644CBC033,2026-09-20T11:40:08,Agent,the package arrived but its not right. 🤔,2,8e6ecacf-bc32-4054-bd8a-89534cae4081
ca3fc818-2363-494a-81e5-7c75c9145a74,P-2644CBC033,2026-09-20T11:40:29,Human,that sucks,3,8e6ecacf-bc32-4054-bd8a-89534cae4081
d93a6c69-e506-4596-ae7e-c4506d785c2d,P-2644CBC033,2026-09-20T11:40:30,Agent,yeah seriously annoying. i’d rather it was correct. 👍,4,8e6ecacf-bc32-4054-bd8a-89534cae4081
01a19f18-a865-42ed-8816-40ea55354ec0,P-2644CBC033,2026-09-20T11:40:49,Human,now what,5,8e6ecacf-bc32-4054-bd8a-89534cae4081
db9abe7c-c5f2-45af-95af-524d3e593fc3,P-2644CBC033,2026-09-20T11:40:50,Agent,id go for contacting the seller first. 🙂,6,8e6ecacf-bc32-4054-bd8a-89534cae4081
c978b516-eaac-4044-85a0-7a82a81ab17b,P-2644CBC033,2026-09-20T11:41:06,Human,good move,7,8e6ecacf-bc32-4054-bd8a-89534cae4081
84343a57-1dff-4d8c-b1b8-4349fe301109,P-2644CBC033,2026-09-20T11:41:06,Agent,tbh i usually take a screenshot of the order. then i’ll message them,8,8e6ecacf-bc32-4054-bd8a-89534cae4081
3d9003a9-4c50-485b-81ce-e7c84bdb6831,P-2644CBC033,2026-09-20T11:41:31,Human,good approach to have proof,9,8e6ecacf-bc32-4054-bd8a-89534cae4081
bbea0a15-6669-49bf-970f-4c991c3843e8,P-2644CBC033,2026-09-20T11:41:31,Agent,id rather they resolved it quickly. 😅,10,8e6ecacf-bc32-4054-bd8a-89534cae4081
c023ba8c-e0ea-45ee-8e1d-3549e2f2ce20,P-2644CBC033,2026-09-20T11:41:53,Human,i hope,11,8e6ecacf-bc32-4054-bd8a-89534cae4081
15ce313a-c81b-4258-bee6-899c5230e7c4,P-2644CBC033,2026-09-20T12:22:02,Agent,my online order finally showed up it arrived way later than the delivery date said 😅,0,95ce5812-9b9e-4b2e-a508-a949e2da5bb5
a204b005-8d01-49f3-bb84-35641e0d14b1,P-2644CBC033,2026-09-20T12:22:37,Human,sorry to hear that. did you have any notice that it was going to be delayd?,1,95ce5812-9b9e-4b2e-a508-a949e2da5bb5
4ba126b7-2615-46e8-aca2-2c30204156c1,P-2644CBC033,2026-09-20T12:22:38,Agent,nope not a single email or text until it actually arrived lol,2,95ce5812-9b9e-4b2e-a508-a949e2da5bb5
3f842d0b-0d63-433e-a852-371a9a1ebfa3,P-2644CBC033,2026-09-20T12:23:19,Human,it's not the worst that cfan happen but it sucks when it does.. was it an urgent purchase?,3,95ce5812-9b9e-4b2e-a508-a949e2da5bb5
e745791c-f540-495d-84da-37cad4503359,P-2644CBC033,2026-09-20T12:23:21,Agent,not really urgent but i was still looking forward to it tbh,4,95ce5812-9b9e-4b2e-a508-a949e2da5bb5
c4958d8f-c1e6-4944-ab0f-62a56c230e98,P-2644CBC033,2026-09-20T12:24:11,Human,you can get really impatient when waiting for a parcel to arrive not you specifically but you get my point lol,5,95ce5812-9b9e-4b2e-a508-a949e2da5bb5
