questionnaire_id,participant_id,condition_code,condition_order,answers_json,submitted_at
371faf40-b99a-46bd-998a-5b0400d5d2a8,P-2DB0DA1D0E,D,3,"{""engagement"": 3, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 4, ""willingness_continue"": 3, ""overall_satisfaction"": 4, ""emotions"": [""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-17T18:54:35"", ""condition_code"": ""D"", ""condition_order"": 3, ""latin_square_sequence"": 5, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-17T18:54:35
c9a2828f-875a-4ade-b24b-c462e3196146,P-2DB0DA1D0E,G,4,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-17T19:02:17"", ""condition_code"": ""G"", ""condition_order"": 4, ""latin_square_sequence"": 5, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-17T19:02:17
fc7d49c7-5d1f-4fc9-96c5-c2578e0d84c9,P-2DB0DA1D0E,C,5,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-18T08:00:06"", ""condition_code"": ""C"", ""condition_order"": 5, ""latin_square_sequence"": 5, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-18T08:00:06
e122ef54-9cf2-4062-83ed-4abbf757334f,P-2DB0DA1D0E,H,6,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-18T08:06:22"", ""condition_code"": ""H"", ""condition_order"": 6, ""latin_square_sequence"": 5, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-18T08:06:22
55edf469-9c75-4774-86da-a3b32b520609,P-2DB0DA1D0E,B,7,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-18T08:15:19"", ""condition_code"": ""B"", ""condition_order"": 7, ""latin_square_sequence"": 5, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-18T08:15:19
7fb59a10-9bd4-41cd-a4e9-78ec2c446b24,P-2DB0DA1D0E,A,8,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 3, ""emotions"": [""Interested"", ""Engaged"", ""Comfortable"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-18T08:21:02"", ""condition_code"": ""A"", ""condition_order"": 8, ""latin_square_sequence"": 5, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-18T08:21:02
ce2a3619-644f-423b-b439-591caaa14e7a,P-41FE7B6C8E,G,1,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-20T11:43:16"", ""condition_code"": ""G"", ""condition_order"": 1, ""latin_square_sequence"": 7, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-20T11:43:16
44eacba8-7843-4c4a-9610-191fc5d46601,P-41FE7B6C8E,H,2,"{""engagement"": 4, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-20T11:54:49"", ""condition_code"": ""H"", ""condition_order"": 2, ""latin_square_sequence"": 7, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-20T11:54:49
2a195f79-641c-42d0-bdeb-b919d5cf8cfd,P-41FE7B6C8E,F,3,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-20T12:10:11"", ""condition_code"": ""F"", ""condition_order"": 3, ""latin_square_sequence"": 7, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-20T12:10:11
83d38f29-7fe1-47bf-a3ca-87b79430350e,P-41FE7B6C8E,A,4,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-20T12:18:01"", ""condition_code"": ""A"", ""condition_order"": 4, ""latin_square_sequence"": 7, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-20T12:18:01
43822d03-6708-4c2f-bf0b-b46872bd331d,P-41FE7B6C8E,E,5,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 4, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Engaged"", ""Comfortable"", ""Neutral""], ""comments"": """", ""submitted_at"": ""2026-09-20T12:27:34"", ""condition_code"": ""E"", ""condition_order"": 5, ""latin_square_sequence"": 7, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-20T12:27:34
36bfc939-c073-4889-b4a5-4b57490fdb79,P-41FE7B6C8E,B,6,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Engaged"", ""Comfortable"", ""Neutral""], ""comments"": """", ""submitted_at"": ""2026-09-20T12:51:54"", ""condition_code"": ""B"", ""condition_order"": 6, ""latin_square_sequence"": 7, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-20T12:51:54
caf07097-b1d0-42b7-b699-451447a9c954,P-41FE7B6C8E,D,7,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-20T13:00:25"", ""condition_code"": ""D"", ""condition_order"": 7, ""latin_square_sequence"": 7, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-20T13:00:25
2ef6728b-7c2a-4ce4-a136-922786fb958d,P-41FE7B6C8E,C,8,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-20T13:06:59"", ""condition_code"": ""C"", ""condition_order"": 8, ""latin_square_sequence"": 7, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-20T13:06:59
dcaa9544-53d2-44a7-8de6-2a18acffc334,P-44138CFA98,H,1,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-19T07:20:22"", ""condition_code"": ""H"", ""condition_order"": 1, ""latin_square_sequence"": 8, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-19T07:20:22
e3bbebd5-660f-45f7-855e-b2dc96d53c86,P-44138CFA98,A,2,"{""engagement"": 2, ""naturalness"": 2, ""responsiveness"": 2, ""coherence"": 2, ""topic_consistency"": 2, ""willingness_continue"": 2, ""overall_satisfaction"": 2, ""emotions"": [""Confused"", ""Bored"", ""Frustrated""], ""comments"": """", ""submitted_at"": ""2026-09-19T16:47:32"", ""condition_code"": ""A"", ""condition_order"": 2, ""latin_square_sequence"": 8, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-19T16:47:32
433465b1-e2a4-475c-97f4-9e9b5b15952e,P-44138CFA98,G,3,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-19T16:56:05"", ""condition_code"": ""G"", ""condition_order"": 3, ""latin_square_sequence"": 8, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-19T16:56:05
9e2ebe0d-14a2-4bd3-a42a-f26cb5dd2860,P-44138CFA98,B,4,"{""engagement"": 2, ""naturalness"": 2, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 2, ""willingness_continue"": 2, ""overall_satisfaction"": 2, ""emotions"": [""Confused"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-19T17:02:28"", ""condition_code"": ""B"", ""condition_order"": 4, ""latin_square_sequence"": 8, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-19T17:02:28
b4f93fb8-d088-414f-9183-4b960f64df69,P-44138CFA98,F,5,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-19T18:12:25"", ""condition_code"": ""F"", ""condition_order"": 5, ""latin_square_sequence"": 8, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-19T18:12:25
5b6c7c41-f741-4810-85aa-0ca321e99229,P-44138CFA98,C,6,"{""engagement"": 2, ""naturalness"": 2, ""responsiveness"": 2, ""coherence"": 2, ""topic_consistency"": 2, ""willingness_continue"": 2, ""overall_satisfaction"": 3, ""emotions"": [""Confused"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-19T18:17:00"", ""condition_code"": ""C"", ""condition_order"": 6, ""latin_square_sequence"": 8, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-19T18:17:00
b266b211-5265-4c65-9d12-0c4f74b1c21c,P-44138CFA98,E,7,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Curious""], ""comments"": """", ""submitted_at"": ""2026-09-19T18:25:19"", ""condition_code"": ""E"", ""condition_order"": 7, ""latin_square_sequence"": 8, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-19T18:25:19
da7fc1bb-37f7-43ca-bac5-ce3a6398aa11,P-44138CFA98,D,8,"{""engagement"": 2, ""naturalness"": 3, ""responsiveness"": 3, ""coherence"": 2, ""topic_consistency"": 2, ""willingness_continue"": 2, ""overall_satisfaction"": 3, ""emotions"": [""Confused"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-19T18:44:09"", ""condition_code"": ""D"", ""condition_order"": 8, ""latin_square_sequence"": 8, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-19T18:44:09
0eb01d75-2929-4feb-9206-e5551843889e,P-482AABB718,C,1,"{""engagement"": 4, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Curious""], ""comments"": """", ""submitted_at"": ""2026-09-15T18:25:24"", ""condition_code"": ""C"", ""condition_order"": 1, ""latin_square_sequence"": 3, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-15T18:25:24
0439d3fb-01c0-494e-ad8c-89b10b0d7a5b,P-482AABB718,D,2,"{""engagement"": 3, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Curious""], ""comments"": """", ""submitted_at"": ""2026-09-15T18:47:56"", ""condition_code"": ""D"", ""condition_order"": 2, ""latin_square_sequence"": 3, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-15T18:47:56
9d4f577a-0cf8-48e8-b5e9-a255db314cae,P-482AABB718,B,3,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Confused"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-15T18:56:34"", ""condition_code"": ""B"", ""condition_order"": 3, ""latin_square_sequence"": 3, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-15T18:56:34
e99df44e-736c-4401-8396-d9aad87d6de8,P-482AABB718,E,4,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 3, ""emotions"": [""Interested"", ""Curious""], ""comments"": """", ""submitted_at"": ""2026-09-15T19:04:25"", ""condition_code"": ""E"", ""condition_order"": 4, ""latin_square_sequence"": 3, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-15T19:04:25
97948a3a-394c-4826-bcca-8bd2d1877689,P-482AABB718,A,5,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T19:55:29"", ""condition_code"": ""A"", ""condition_order"": 5, ""latin_square_sequence"": 3, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-15T19:55:29
e71a8c28-5b3c-49c2-83dd-05ba05e57bf9,P-482AABB718,F,6,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T20:03:12"", ""condition_code"": ""F"", ""condition_order"": 6, ""latin_square_sequence"": 3, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-15T20:03:12
5685a7c7-25c1-4fff-bc67-9a9946fd63a5,P-482AABB718,H,7,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Engaged"", ""Curious"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T20:14:56"", ""condition_code"": ""H"", ""condition_order"": 7, ""latin_square_sequence"": 3, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-15T20:14:56
bc62c0c4-a414-4f6b-9ce3-9645688cb7ab,P-482AABB718,G,8,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 3, ""emotions"": [""Interested"", ""Confused"", ""Frustrated""], ""comments"": """", ""submitted_at"": ""2026-09-15T20:27:23"", ""condition_code"": ""G"", ""condition_order"": 8, ""latin_square_sequence"": 3, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-15T20:27:23
831bbd5d-d206-4ce9-a35e-0b514348ee57,P-4CD2E82E33,G,1,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T19:43:24"", ""condition_code"": ""G"", ""condition_order"": 1, ""latin_square_sequence"": 7, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-15T19:43:24
2b7deb32-06c2-49b6-871a-e3b27437ab86,P-4CD2E82E33,H,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Curious"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T19:49:11"", ""condition_code"": ""H"", ""condition_order"": 2, ""latin_square_sequence"": 7, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-15T19:49:11
614b7f53-8cb0-48cb-8a64-d079599d631a,P-4CD2E82E33,F,3,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 4, ""willingness_continue"": 3, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-16T06:50:58"", ""condition_code"": ""F"", ""condition_order"": 3, ""latin_square_sequence"": 7, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-16T06:50:58
7153a645-68da-4cf0-8a1d-4b9666eaf403,P-4CD2E82E33,A,4,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 4, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-16T07:07:46"", ""condition_code"": ""A"", ""condition_order"": 4, ""latin_square_sequence"": 7, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-16T07:07:46
e162d12b-fbe9-41f9-85e7-a5a167e2fb9d,P-4CD2E82E33,E,5,"{""engagement"": 3, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 4, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-16T07:25:02"", ""condition_code"": ""E"", ""condition_order"": 5, ""latin_square_sequence"": 7, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-16T07:25:02
ff2513b7-c7c1-4099-8374-328f93216759,P-4CD2E82E33,B,6,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-16T10:46:44"", ""condition_code"": ""B"", ""condition_order"": 6, ""latin_square_sequence"": 7, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-16T10:46:44
