participant_id,access_code,created_at,updated_at,current_step,completed,used_at,last_login_at,is_active,consent_json,pre_json,big5_answers_json,big5_scores_json,most_topics_json,least_topics_json,post_json
P-A4880A1CE2,P-CLNH-WDD7,2026-09-14T13:35:08,2026-09-17T12:35:25,done,1,2026-09-16T20:14:36,2026-09-18T07:33:14,1,"{""age_confirmed"": true, ""voluntary_participation"": true, ""data_storage_agreed"": true}","{""age_group"": ""25-34"", ""gender"": ""Male"", ""education"": ""Undergraduate degree"", ""messaging_app_use"": ""More than 10 times per day"", ""text_communication_ease_1_5"": 4, ""message_style_one_two_words"": ""Sometimes"", ""message_style_single_sentence"": ""Sometimes"", ""message_style_short_2_3_sentences"": ""Sometimes"", ""message_style_long_detailed"": ""Sometimes"", ""used_ai_before"": ""Yes"", ""ai_use_general_purpose"": ""Often"", ""ai_use_specific_purpose"": ""Sometimes"", ""ai_experience_emotions"": {""insecure"": ""Rarely"", ""helpless"": ""Rarely"", ""excluded"": ""Rarely"", ""threatened"": ""Rarely"", ""critical"": ""Rarely"", ""frustrated"": ""Sometimes"", ""humiliated"": ""Rarely"", ""bitter"": ""Rarely"", ""hurt"": ""Rarely"", ""guilty"": ""Very rarely"", ""powerless"": ""Very rarely"", ""lonely"": ""Very rarely"", ""powerful"": ""Often"", ""excited"": ""Often"", ""proud"": ""Sometimes"", ""hopeful"": ""Sometimes"", ""startled"": ""Sometimes"", ""disapproving"": ""Sometimes"", ""awful"": ""Rarely"", ""repelled"": ""Rarely""}}","{""1"": 3, ""2"": 2, ""3"": 5, ""4"": 2, ""5"": 3, ""6"": 1, ""7"": 4, ""8"": 3, ""9"": 3, ""10"": 2, ""11"": 4, ""12"": 4, ""13"": 4, ""14"": 3, ""15"": 3, ""16"": 4, ""17"": 4, ""18"": 2, ""19"": 3, ""20"": 5, ""21"": 5, ""22"": 4, ""23"": 1, ""24"": 4, ""25"": 1, ""26"": 2, ""27"": 2, ""28"": 2, ""29"": 3, ""30"": 2, ""31"": 4, ""32"": 4, ""33"": 4, ""34"": 5, ""35"": 4, ""36"": 3, ""37"": 1, ""38"": 3, ""39"": 2, ""40"": 5, ""41"": 5, ""42"": 4, ""43"": 1, ""44"": 5}","{""Extraversion"": 3.0, ""Agreeableness"": 3.89, ""Conscientiousness"": 3.89, ""Neuroticism"": 2.38, ""Openness"": 2.9}","[""T1""]","[""T5""]","{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 5, ""coherence"": 4, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-17T12:35:25"", ""condition_code"": ""H"", ""condition_order"": 8, ""latin_square_sequence"": 4, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}"
P-2DB0DA1D0E,P-KAN3-MNHZ,2026-09-14T13:35:08,2026-09-18T08:21:02,done,1,2026-09-17T12:35:57,2026-09-18T07:54:12,1,"{""age_confirmed"": true, ""voluntary_participation"": true, ""data_storage_agreed"": true}","{""age_group"": ""18-24"", ""gender"": ""Male"", ""education"": ""Undergraduate degree"", ""messaging_app_use"": ""More than 10 times per day"", ""text_communication_ease_1_5"": 5, ""message_style_one_two_words"": ""Sometimes"", ""message_style_single_sentence"": ""Sometimes"", ""message_style_short_2_3_sentences"": ""Rarely"", ""message_style_long_detailed"": ""Often"", ""used_ai_before"": ""Yes"", ""ai_use_general_purpose"": ""Very rarely"", ""ai_use_specific_purpose"": ""Sometimes"", ""ai_experience_emotions"": {""insecure"": ""Rarely"", ""helpless"": ""Very rarely"", ""excluded"": ""Rarely"", ""threatened"": ""Very rarely"", ""critical"": ""Very rarely"", ""frustrated"": ""Very rarely"", ""humiliated"": ""Rarely"", ""bitter"": ""Very rarely"", ""hurt"": ""Rarely"", ""guilty"": ""Rarely"", ""powerless"": ""Rarely"", ""lonely"": ""Rarely"", ""powerful"": ""Sometimes"", ""excited"": ""Very often"", ""proud"": ""Sometimes"", ""hopeful"": ""Often"", ""startled"": ""Sometimes"", ""disapproving"": ""Rarely"", ""awful"": ""Very rarely"", ""repelled"": ""Rarely""}}","{""1"": 4, ""2"": 2, ""3"": 1, ""4"": 3, ""5"": 5, ""6"": 1, ""7"": 4, ""8"": 2, ""9"": 3, ""10"": 3, ""11"": 5, ""12"": 2, ""13"": 1, ""14"": 1, ""15"": 2, ""16"": 5, ""17"": 1, ""18"": 1, ""19"": 2, ""20"": 4, ""21"": 2, ""22"": 2, ""23"": 1, ""24"": 1, ""25"": 2, ""26"": 2, ""27"": 1, ""28"": 2, ""29"": 1, ""30"": 5, ""31"": 3, ""32"": 5, ""33"": 2, ""34"": 1, ""35"": 4, ""36"": 5, ""37"": 1, ""38"": 1, ""39"": 2, ""40"": 5, ""41"": 5, ""42"": 5, ""43"": 2, ""44"": 5}","{""Extraversion"": 4.12, ""Agreeableness"": 3.89, ""Conscientiousness"": 2.78, ""Neuroticism"": 2.75, ""Openness"": 3.4}","[""T8""]","[""T2""]","{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 3, ""emotions"": [""Interested"", ""Engaged"", ""Comfortable"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-18T08:21:02"", ""condition_code"": ""A"", ""condition_order"": 8, ""latin_square_sequence"": 5, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}"
P-624C8AC269,P-VXNG-HLB4,2026-09-14T13:35:08,2026-09-18T14:43:11,done,1,2026-09-18T08:37:35,2026-09-19T07:06:11,1,"{""age_confirmed"": true, ""voluntary_participation"": true, ""data_storage_agreed"": true}","{""age_group"": ""25-34"", ""gender"": ""Male"", ""education"": ""Postgraduate degree"", ""messaging_app_use"": ""4–10 times per day"", ""text_communication_ease_1_5"": 4, ""message_style_one_two_words"": ""Often"", ""message_style_single_sentence"": ""Sometimes"", ""message_style_short_2_3_sentences"": ""Often"", ""message_style_long_detailed"": ""Often"", ""used_ai_before"": ""Yes"", ""ai_use_general_purpose"": ""Never used"", ""ai_use_specific_purpose"": ""Sometimes"", ""ai_experience_emotions"": {""insecure"": ""Rarely"", ""helpless"": ""Rarely"", ""excluded"": ""Rarely"", ""threatened"": ""Very rarely"", ""critical"": ""Very rarely"", ""frustrated"": ""Very rarely"", ""humiliated"": ""Very rarely"", ""bitter"": ""Rarely"", ""hurt"": ""Very rarely"", ""guilty"": ""Rarely"", ""powerless"": ""Very rarely"", ""lonely"": ""Very rarely"", ""powerful"": ""Often"", ""excited"": ""Very often"", ""proud"": ""Often"", ""hopeful"": ""Often"", ""startled"": ""Very often"", ""disapproving"": ""Rarely"", ""awful"": ""Very rarely"", ""repelled"": ""Very rarely""}}","{""1"": 4, ""2"": 1, ""3"": 1, ""4"": 2, ""5"": 4, ""6"": 1, ""7"": 5, ""8"": 3, ""9"": 3, ""10"": 2, ""11"": 5, ""12"": 3, ""13"": 2, ""14"": 3, ""15"": 2, ""16"": 3, ""17"": 1, ""18"": 1, ""19"": 2, ""20"": 4, ""21"": 2, ""22"": 1, ""23"": 1, ""24"": 2, ""25"": 2, ""26"": 2, ""27"": 1, ""28"": 4, ""29"": 2, ""30"": 4, ""31"": 3, ""32"": 1, ""33"": 2, ""34"": 2, ""35"": 5, ""36"": 3, ""37"": 2, ""38"": 4, ""39"": 3, ""40"": 5, ""41"": 5, ""42"": 4, ""43"": 2, ""44"": 5}","{""Extraversion"": 3.62, ""Agreeableness"": 3.22, ""Conscientiousness"": 3.33, ""Neuroticism"": 2.88, ""Openness"": 3.0}","[""T7""]","[""T1""]","{""engagement"": 1, ""naturalness"": 2, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 1, ""willingness_continue"": 1, ""overall_satisfaction"": 2, ""emotions"": [""Confused"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-18T14:43:11"", ""condition_code"": ""B"", ""condition_order"": 8, ""latin_square_sequence"": 6, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}"
P-44138CFA98,P-VNDW-SN9X,2026-09-14T13:35:08,2026-09-19T18:44:09,done,1,2026-09-19T07:06:39,2026-09-19T18:42:56,1,"{""age_confirmed"": true, ""voluntary_participation"": true, ""data_storage_agreed"": true}","{""age_group"": ""18-24"", ""gender"": ""Male"", ""education"": ""High school"", ""messaging_app_use"": ""More than 10 times per day"", ""text_communication_ease_1_5"": 5, ""message_style_one_two_words"": ""Very often"", ""message_style_single_sentence"": ""Often"", ""message_style_short_2_3_sentences"": ""Often"", ""message_style_long_detailed"": ""Sometimes"", ""used_ai_before"": ""Yes"", ""ai_use_general_purpose"": ""Never used"", ""ai_use_specific_purpose"": ""Sometimes"", ""ai_experience_emotions"": {""insecure"": ""Rarely"", ""helpless"": ""Rarely"", ""excluded"": ""Rarely"", ""threatened"": ""Very rarely"", ""critical"": ""Very rarely"", ""frustrated"": ""Very rarely"", ""humiliated"": ""Rarely"", ""bitter"": ""Very rarely"", ""hurt"": ""Rarely"", ""guilty"": ""Very rarely"", ""powerless"": ""Very rarely"", ""lonely"": ""Very rarely"", ""powerful"": ""Sometimes"", ""excited"": ""Often"", ""proud"": ""Sometimes"", ""hopeful"": ""Often"", ""startled"": ""Sometimes"", ""disapproving"": ""Rarely"", ""awful"": ""Very rarely"", ""repelled"": ""Very rarely""}}","{""1"": 4, ""2"": 2, ""3"": 3, ""4"": 1, ""5"": 3, ""6"": 1, ""7"": 3, ""8"": 1, ""9"": 3, ""10"": 2, ""11"": 4, ""12"": 3, ""13"": 3, ""14"": 1, ""15"": 2, ""16"": 4, ""17"": 2, ""18"": 2, ""19"": 1, ""20"": 3, ""21"": 3, ""22"": 3, ""23"": 1, ""24"": 4, ""25"": 3, ""26"": 4, ""27"": 1, ""28"": 1, ""29"": 2, ""30"": 5, ""31"": 4, ""32"": 3, ""33"": 4, ""34"": 2, ""35"": 4, ""36"": 5, ""37"": 3, ""38"": 3, ""39"": 2, ""40"": 3, ""41"": 4, ""42"": 5, ""43"": 3, ""44"": 4}","{""Extraversion"": 3.88, ""Agreeableness"": 3.44, ""Conscientiousness"": 3.44, ""Neuroticism"": 2.0, ""Openness"": 2.9}","[""T3""]","[""T4""]","{""engagement"": 2, ""naturalness"": 3, ""responsiveness"": 3, ""coherence"": 2, ""topic_consistency"": 2, ""willingness_continue"": 2, ""overall_satisfaction"": 3, ""emotions"": [""Confused"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-19T18:44:09"", ""condition_code"": ""D"", ""condition_order"": 8, ""latin_square_sequence"": 8, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}"
P-645F09EEB6,P-GZCK-8D38,2026-09-14T13:35:08,2026-09-20T09:51:43,done,1,2026-09-20T08:34:10,2026-09-20T09:44:42,1,"{""age_confirmed"": true, ""voluntary_participation"": true, ""data_storage_agreed"": true}","{""age_group"": ""25-34"", ""gender"": ""Female"", ""education"": ""Undergraduate degree"", ""messaging_app_use"": ""More than 10 times per day"", ""text_communication_ease_1_5"": 5, ""message_style_one_two_words"": ""Sometimes"", ""message_style_single_sentence"": ""Sometimes"", ""message_style_short_2_3_sentences"": ""Sometimes"", ""message_style_long_detailed"": ""Sometimes"", ""used_ai_before"": ""Yes"", ""ai_use_general_purpose"": ""Very rarely"", ""ai_use_specific_purpose"": ""Sometimes"", ""ai_experience_emotions"": {""insecure"": ""Sometimes"", ""helpless"": ""Sometimes"", ""excluded"": ""Rarely"", ""threatened"": ""Very rarely"", ""critical"": ""Very rarely"", ""frustrated"": ""Often"", ""humiliated"": ""Very rarely"", ""bitter"": ""Very rarely"", ""hurt"": ""Very rarely"", ""guilty"": ""Very rarely"", ""powerless"": ""Very rarely"", ""lonely"": ""Very rarely"", ""powerful"": ""Often"", ""excited"": ""Often"", ""proud"": ""Sometimes"", ""hopeful"": ""Sometimes"", ""startled"": ""Sometimes"", ""disapproving"": ""Often"", ""awful"": ""Rarely"", ""repelled"": ""Very rarely""}}","{""1"": 5, ""2"": 3, ""3"": 5, ""4"": 1, ""5"": 5, ""6"": 1, ""7"": 5, ""8"": 1, ""9"": 5, ""10"": 5, ""11"": 5, ""12"": 3, ""13"": 5, ""14"": 2, ""15"": 5, ""16"": 5, ""17"": 5, ""18"": 1, ""19"": 2, ""20"": 5, ""21"": 3, ""22"": 5, ""23"": 1, ""24"": 5, ""25"": 5, ""26"": 2, ""27"": 1, ""28"": 5, ""29"": 1, ""30"": 5, ""31"": 2, ""32"": 5, ""33"": 5, ""34"": 5, ""35"": 3, ""36"": 5, ""37"": 1, ""38"": 3, ""39"": 1, ""40"": 5, ""41"": 5, ""42"": 5, ""43"": 1, ""44"": 5}","{""Extraversion"": 4.25, ""Agreeableness"": 4.56, ""Conscientiousness"": 4.78, ""Neuroticism"": 1.25, ""Openness"": 4.4}","[""T4""]","[""T8""]","{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-20T09:51:43"", ""condition_code"": ""F"", ""condition_order"": 8, ""latin_square_sequence"": 2, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}"
P-2644CBC033,P-U87T-HFQN,2026-09-14T13:35:08,2026-09-20T12:39:53,done,1,2026-09-20T10:46:17,2026-09-20T11:38:08,1,"{""age_confirmed"": true, ""voluntary_participation"": true, ""data_storage_agreed"": true}","{""age_group"": ""25-34"", ""gender"": ""Female"", ""education"": ""Undergraduate degree"", ""messaging_app_use"": ""More than 10 times per day"", ""text_communication_ease_1_5"": 5, ""message_style_one_two_words"": ""Often"", ""message_style_single_sentence"": ""Often"", ""message_style_short_2_3_sentences"": ""Often"", ""message_style_long_detailed"": ""Sometimes"", ""used_ai_before"": ""Yes"", ""ai_use_general_purpose"": ""Sometimes"", ""ai_use_specific_purpose"": ""Often"", ""ai_experience_emotions"": {""insecure"": ""Very rarely"", ""helpless"": ""Very rarely"", ""excluded"": ""Very rarely"", ""threatened"": ""Very rarely"", ""critical"": ""Very rarely"", ""frustrated"": ""Very often"", ""humiliated"": ""Very rarely"", ""bitter"": ""Very rarely"", ""hurt"": ""Very rarely"", ""guilty"": ""Very rarely"", ""powerless"": ""Very rarely"", ""lonely"": ""Very rarely"", ""powerful"": ""Often"", ""excited"": ""Often"", ""proud"": ""Often"", ""hopeful"": ""Rarely"", ""startled"": ""Often"", ""disapproving"": ""Very often"", ""awful"": ""Rarely"", ""repelled"": ""Rarely""}}","{""1"": 4, ""2"": 3, ""3"": 5, ""4"": 1, ""5"": 3, ""6"": 2, ""7"": 5, ""8"": 4, ""9"": 2, ""10"": 3, ""11"": 4, ""12"": 4, ""13"": 5, ""14"": 4, ""15"": 3, ""16"": 5, ""17"": 5, ""18"": 2, ""19"": 5, ""20"": 2, ""21"": 4, ""22"": 5, ""23"": 3, ""24"": 2, ""25"": 1, ""26"": 3, ""27"": 1, ""28"": 5, ""29"": 2, ""30"": 2, ""31"": 3, ""32"": 5, ""33"": 5, ""34"": 3, ""35"": 4, ""36"": 3, ""37"": 1, ""38"": 4, ""39"": 3, ""40"": 2, ""41"": 3, ""42"": 4, ""43"": 2, ""44"": 3}","{""Extraversion"": 3.5, ""Agreeableness"": 4.33, ""Conscientiousness"": 4.11, ""Neuroticism"": 3.25, ""Openness"": 2.4}","[""T1""]","[""T6""]","{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-20T12:39:53"", ""condition_code"": ""G"", ""condition_order"": 8, ""latin_square_sequence"": 3, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}"
P-41FE7B6C8E,P-WCXH-KSUZ,2026-09-14T13:35:08,2026-09-20T13:06:59,done,1,2026-09-20T11:09:49,2026-09-20T13:07:24,1,"{""age_confirmed"": true, ""voluntary_participation"": true, ""data_storage_agreed"": true}","{""age_group"": ""25-34"", ""gender"": ""Female"", ""education"": ""Postgraduate degree"", ""messaging_app_use"": ""More than 10 times per day"", ""text_communication_ease_1_5"": 5, ""message_style_one_two_words"": ""Sometimes"", ""message_style_single_sentence"": ""Very often"", ""message_style_short_2_3_sentences"": ""Sometimes"", ""message_style_long_detailed"": ""Very often"", ""used_ai_before"": ""Yes"", ""ai_use_general_purpose"": ""Sometimes"", ""ai_use_specific_purpose"": ""Sometimes"", ""ai_experience_emotions"": {""insecure"": ""Rarely"", ""helpless"": ""Rarely"", ""excluded"": ""Rarely"", ""threatened"": ""Rarely"", ""critical"": ""Rarely"", ""frustrated"": ""Rarely"", ""humiliated"": ""Rarely"", ""bitter"": ""Rarely"", ""hurt"": ""Rarely"", ""guilty"": ""Rarely"", ""powerless"": ""Rarely"", ""lonely"": ""Rarely"", ""powerful"": ""Rarely"", ""excited"": ""Rarely"", ""proud"": ""Rarely"", ""hopeful"": ""Rarely"", ""startled"": ""Rarely"", ""disapproving"": ""Rarely"", ""awful"": ""Rarely"", ""repelled"": ""Rarely""}}","{""1"": 5, ""2"": 3, ""3"": 4, ""4"": 1, ""5"": 3, ""6"": 3, ""7"": 3, ""8"": 3, ""9"": 2, ""10"": 4, ""11"": 4, ""12"": 4, ""13"": 4, ""14"": 4, ""15"": 4, ""16"": 4, ""17"": 3, ""18"": 3, ""19"": 3, ""20"": 5, ""21"": 1, ""22"": 4, ""23"": 3, ""24"": 3, ""25"": 3, ""26"": 3, ""27"": 3, ""28"": 3, ""29"": 3, ""30"": 3, ""31"": 3, ""32"": 3, ""33"": 3, ""34"": 3, ""35"": 3, ""36"": 4, ""37"": 2, ""38"": 3, ""39"": 3, ""40"": 3, ""41"": 4, ""42"": 4, ""43"": 4, ""44"": 4}","{""Extraversion"": 3.88, ""Agreeableness"": 3.22, ""Conscientiousness"": 3.11, ""Neuroticism"": 3.0, ""Openness"": 3.4}","[""T6""]","[""T8""]","{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-20T13:06:59"", ""condition_code"": ""C"", ""condition_order"": 8, ""latin_square_sequence"": 7, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}"
P-7B335F314B,P-3B2Y-YZ6V,2026-09-14T13:35:08,2026-09-14T13:35:08,consent,0,,,1,{},{},{},{},[],[],{}
P-075FED334A,P-XEWS-ARQX,2026-09-14T13:35:08,2026-09-14T13:35:08,consent,0,,,1,{},{},{},{},[],[],{}
P-74EFC6475A,P-KMYE-PPA2,2026-09-14T13:35:08,2026-09-14T13:35:08,consent,0,,,1,{},{},{},{},[],[],{}
P-CACC1D2865,P-PGMA-837M,2026-09-14T13:35:08,2026-09-14T13:35:08,consent,0,,,1,{},{},{},{},[],[],{}
P-0543A02D89,P-D2CQ-SJM5,2026-09-14T13:35:08,2026-09-14T13:35:08,consent,0,,,1,{},{},{},{},[],[],{}
P-31BC643123,P-8SXD-K7XZ,2026-09-14T13:35:08,2026-09-14T13:35:08,consent,0,,,1,{},{},{},{},[],[],{}
P-05491C334C,P-ARC2-BEFR,2026-09-14T13:35:08,2026-09-14T13:35:08,consent,0,,,1,{},{},{},{},[],[],{}
P-F2558EAC91,P-J3RQ-EPX4,2026-09-14T13:35:08,2026-09-14T13:35:08,consent,0,,,1,{},{},{},{},[],[],{}
